"hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests"
"Resort Hotel,0,15,2016,April,16,15,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241.0,,0,Transient,60.96,0,1"
"Resort Hotel,0,26,2015,November,47,21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,240.0,,0,Transient,54.0,1,1"
"City Hotel,1,178,2017,May,20,18,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.7,0,0"
"City Hotel,1,117,2017,April,14,5,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,93.5,0,0"
"City Hotel,0,139,2017,April,14,6,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,166.5,0,2"
"Resort Hotel,1,10,2015,August,31,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,202.0,0,0"
"Resort Hotel,0,38,2015,August,33,14,0,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,242.0,,0,Transient,266.4,0,2"
"Resort Hotel,0,209,2016,September,37,5,3,7,3,0.0,0,HB,SVK,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,127.0,0,1"
"City Hotel,1,113,2016,September,38,15,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.2,0,0"
"City Hotel,0,35,2016,April,17,22,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0"
"City Hotel,1,131,2016,October,42,10,1,0,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0"
"Resort Hotel,0,162,2017,August,31,1,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,134.86,0,0"
"City Hotel,0,29,2016,September,40,25,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.93,0,2"
"City Hotel,0,3,2016,July,29,10,2,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,,275.0,0,Transient,143.0,0,0"
"Resort Hotel,0,161,2016,June,26,22,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,178.0,1,2"
"Resort Hotel,0,199,2016,May,19,2,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient,85.0,0,0"
"Resort Hotel,0,0,2016,January,3,11,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient,51.0,0,0"
"Resort Hotel,0,120,2015,August,34,20,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,1"
"City Hotel,0,53,2016,June,23,2,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,2"
"City Hotel,0,241,2015,October,43,19,1,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0"
"Resort Hotel,0,0,2016,March,10,1,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,8.0,0,0"
"City Hotel,0,97,2017,April,14,6,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,1,1"
"City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1"
"Resort Hotel,1,214,2015,October,40,3,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0"
"City Hotel,1,257,2017,January,2,13,1,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.6,0,0"
"City Hotel,1,213,2017,June,26,26,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,323.0,,0,Transient,115.0,0,0"
"City Hotel,1,313,2015,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,0,33,2016,March,13,25,1,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,199.5,1,0"
"City Hotel,0,51,2016,October,44,27,0,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7.0,,0,Transient,64.45,0,1"
"City Hotel,1,54,2017,January,3,18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,65.0,0,0"
"City Hotel,0,127,2017,August,33,18,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.0,0,2"
"Resort Hotel,0,32,2016,December,52,19,3,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,50.15,0,0"
"Resort Hotel,0,65,2017,February,8,21,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,40.31,0,1"
"City Hotel,1,99,2016,July,30,21,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0"
"City Hotel,0,6,2016,October,41,7,2,3,3,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,150.45,0,1"
"Resort Hotel,1,300,2017,August,33,13,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,219.6,0,0"
"Resort Hotel,0,1,2016,May,21,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,270.0,0,Transient,42.0,0,0"
"City Hotel,1,365,2016,July,28,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"Resort Hotel,0,22,2017,April,15,14,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,109.5,0,2"
"City Hotel,1,451,2017,July,28,12,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0"
"City Hotel,1,102,2016,November,47,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,2"
"City Hotel,0,51,2017,May,22,28,2,3,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,165.2,0,1"
"City Hotel,1,113,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0"
"City Hotel,1,21,2016,January,2,8,8,22,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,52.5,0,0"
"Resort Hotel,0,14,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,166.67,0,1"
"Resort Hotel,0,10,2015,October,44,27,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,72.5,0,2"
"Resort Hotel,1,180,2017,March,13,28,0,4,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240.0,,0,Transient,55.8,0,1"
"City Hotel,0,118,2016,September,38,17,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,118.8,0,1"
"City Hotel,1,213,2017,August,33,18,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,100.8,0,1"
"City Hotel,0,0,2016,February,9,23,0,2,3,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,136.0,0,0"
"City Hotel,0,20,2016,November,46,12,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,112.0,0,0"
"Resort Hotel,0,116,2017,May,19,11,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,100.0,0,2"
"City Hotel,0,30,2016,March,11,11,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,1"
"Resort Hotel,0,0,2015,November,46,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,68.0,0,1"
"Resort Hotel,0,231,2016,August,35,27,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,93.93,0,0"
"City Hotel,0,7,2015,August,34,18,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Contract,162.0,1,0"
"Resort Hotel,0,155,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,36.0,0,1"
"City Hotel,0,127,2016,July,29,10,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,114.3,0,1"
"City Hotel,0,0,2017,July,27,2,1,0,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,123.0,0,0"
"City Hotel,0,0,2015,August,32,6,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,,9.0,0,Transient,0.0,0,0"
"City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0"
"Resort Hotel,0,169,2017,July,31,31,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,230.0,0,3"
"Resort Hotel,0,45,2015,December,52,24,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,44.0,0,1"
"Resort Hotel,0,3,2016,May,21,19,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,70.0,1,0"
"Resort Hotel,1,46,2016,October,44,29,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,112.0,0,2"
"City Hotel,0,2,2017,March,9,1,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,143.0,0,2"
"City Hotel,0,125,2017,March,12,23,2,4,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1"
"City Hotel,0,262,2016,November,45,4,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,2"
"City Hotel,0,95,2017,May,19,8,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1"
"City Hotel,1,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0"
"City Hotel,1,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0"
"City Hotel,0,37,2015,December,52,24,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Contract,69.53,0,1"
"City Hotel,1,125,2017,April,16,20,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33.0,,0,Transient,85.0,0,0"
"Resort Hotel,0,160,2016,October,44,26,2,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,46.98,0,1"
"City Hotel,0,49,2016,March,10,5,2,1,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,69.5,0,0"
"Resort Hotel,0,25,2017,March,10,5,2,1,1,0.0,0,HB,GBR,Direct,Direct,0,0,0,A,H,1,No Deposit,250.0,,0,Transient,61.0,0,0"
"Resort Hotel,0,194,2015,September,36,2,2,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,58.95,0,0"
"City Hotel,1,19,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,48.0,0,0"
"City Hotel,1,53,2017,March,11,12,3,5,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0"
"City Hotel,0,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0"
"City Hotel,1,304,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0"
"City Hotel,1,42,2015,September,39,21,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.5,0,2"
"City Hotel,1,8,2017,June,26,27,0,3,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.67,0,1"
"City Hotel,0,61,2016,November,46,8,0,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,205.0,0,1"
"Resort Hotel,0,110,2017,June,26,26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,128.57,0,1"
"City Hotel,0,1,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,91.0,0,1"
"Resort Hotel,0,7,2016,January,2,6,0,2,1,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,61.0,0,0"
"Resort Hotel,0,264,2017,April,13,1,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,72.9,0,0"
"City Hotel,1,13,2016,February,6,3,8,21,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.36,0,0"
"Resort Hotel,1,113,2016,April,18,28,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0,2"
"City Hotel,1,179,2016,October,40,1,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,2"
"City Hotel,1,147,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,85.5,0,2"
"City Hotel,0,8,2016,December,51,16,0,2,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,63.4,0,0"
"Resort Hotel,0,108,2016,August,33,12,2,3,2,0.0,1,FB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,5.0,,0,Transient,222.0,0,1"
"Resort Hotel,0,1,2016,October,41,5,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,86.0,0,0"
"Resort Hotel,1,132,2015,July,30,19,2,4,2,0.0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,1"
"City Hotel,0,29,2017,February,6,6,1,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,108.8,0,3"
"City Hotel,1,482,2016,November,45,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0"
"City Hotel,0,71,2017,May,22,29,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1"
"City Hotel,1,17,2015,October,41,5,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,14.0,,0,Transient,126.0,0,0"
"City Hotel,0,18,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,93.88,1,0"
"Resort Hotel,1,60,2016,August,33,8,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,243.63,0,0"
"Resort Hotel,0,2,2016,April,17,22,0,2,2,0.0,0,BB,LVA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.0,0,0"
"City Hotel,1,5,2015,August,34,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,,40.0,0,Transient,65.0,0,0"
"Resort Hotel,0,16,2016,November,48,26,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,78.0,0,1"
"Resort Hotel,0,125,2016,June,23,1,0,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,57.6,1,0"
"City Hotel,0,31,2017,May,20,14,2,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,459.0,,0,Transient-Party,130.0,0,0"
"City Hotel,1,279,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0"
"City Hotel,0,7,2016,October,41,5,0,1,1,0.0,0,SC,NLD,Direct,Direct,0,0,0,A,B,0,No Deposit,14.0,,0,Transient,140.0,0,0"
"Resort Hotel,0,30,2017,January,2,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1"
"City Hotel,1,81,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,0"
"City Hotel,0,1,2017,February,8,20,1,1,1,0.0,0,SC,JOR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,78.0,0,0"
"City Hotel,0,196,2016,September,38,17,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.67,0,1"
"City Hotel,1,200,2016,May,19,2,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Contract,106.2,0,2"
"City Hotel,0,213,2017,August,35,28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0"
"City Hotel,0,3,2016,July,30,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0"
"Resort Hotel,1,44,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0"
"City Hotel,1,129,2017,January,2,8,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,,,0,Transient,67.0,0,0"
"Resort Hotel,0,3,2016,March,11,12,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,50.0,0,0"
"City Hotel,1,116,2017,May,20,20,2,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0"
"Resort Hotel,0,183,2017,July,27,8,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,125.17,0,0"
"City Hotel,0,19,2017,June,23,4,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,1"
"City Hotel,0,1,2015,September,39,23,0,1,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,121.0,0,0"
"City Hotel,0,47,2017,March,10,10,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0"
"City Hotel,0,1,2016,January,5,29,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,1,11,20,D,D,0,No Deposit,9.0,,0,Transient,106.0,0,1"
"City Hotel,0,111,2016,August,33,12,0,2,2,0.0,0,SC,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1"
"Resort Hotel,0,172,2016,February,8,19,2,5,2,0.0,0,FB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,83.9,0,0"
"City Hotel,0,95,2016,September,40,26,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,111.31,0,2"
"City Hotel,1,86,2016,January,4,22,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,35,Transient,75.0,0,0"
"City Hotel,0,167,2017,July,29,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.9,0,2"
"City Hotel,1,44,2016,December,51,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,87.78,0,1"
"City Hotel,1,288,2015,October,42,16,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0"
"City Hotel,0,193,2016,July,29,15,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,,0,Transient-Party,86.5,0,0"
"City Hotel,1,228,2017,June,25,22,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,2"
"Resort Hotel,0,1,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,101.0,1,1"
"Resort Hotel,0,64,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,128.25,0,1"
"City Hotel,0,13,2017,April,17,23,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,68.88,0,0"
"Resort Hotel,0,30,2015,August,35,28,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,150.71,0,0"
"City Hotel,0,99,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2"
"City Hotel,0,83,2016,November,47,13,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,155.0,,0,Transient,113.5,0,1"
"City Hotel,0,7,2016,June,26,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,2,No Deposit,,219.0,0,Transient,98.0,1,1"
"City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0,0"
"City Hotel,0,13,2015,September,40,30,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,123.67,0,2"
"Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0"
"City Hotel,1,56,2017,July,28,15,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.33,0,0"
"City Hotel,1,104,2016,October,42,9,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1"
"City Hotel,0,55,2015,August,35,26,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0"
"City Hotel,0,103,2016,November,46,7,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,8.0,,0,Transient,186.0,0,2"
"City Hotel,0,418,2016,September,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0"
"City Hotel,0,36,2016,December,50,8,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,0.0,0,0"
"City Hotel,1,12,2016,January,4,19,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,,0,Transient-Party,80.0,0,0"
"City Hotel,1,38,2017,January,2,8,4,5,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,1"
"Resort Hotel,0,305,2016,July,30,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient-Party,116.57,0,1"
"Resort Hotel,0,62,2015,July,30,20,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,167.0,0,0"
"Resort Hotel,0,14,2016,October,44,28,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0"
